loan_id,customer_id,amount,interest_rate,term_months,start_date,status
968,962,130410.54,32.64,60,2022-12-18,MOROSO
969,358,19249.03,44.01,24,2024-06-03,VIGENTE
970,664,100949.26,23.07,6,2025-08-20,VIGENTE
971,101,135790.28,17.23,60,2022-10-11,CANCELADO
972,728,163128.47,35.52,60,2026-01-25,VIGENTE
973,812,93078.19,40.57,12,2023-04-02,VIGENTE
974,830,182975.05,33.65,18,2021-08-25,CANCELADO
975,501,179593.36,15.74,48,2024-08-15,VIGENTE
976,101,107273.52,24.0,36,2025-05-22,CANCELADO
977,825,83423.05,15.11,18,2022-11-05,CANCELADO
978,65,16157.08,30.21,24,2021-06-13,CANCELADO
979,120,150563.24,18.63,6,2025-10-20,VIGENTE
980,281,181325.86,12.5,12,2025-05-19,VIGENTE
981,611,20051.71,21.16,18,2024-02-29,MOROSO
982,240,34814.43,34.81,24,2023-02-24,CANCELADO
983,927,147636.41,19.0,18,2024-04-28,MOROSO
984,144,83990.9,37.8,12,2023-01-29,VIGENTE
985,648,27447.22,15.03,6,2021-11-24,MOROSO
986,458,15963.37,22.22,60,2025-09-19,MOROSO
987,865,58622.97,23.58,18,2021-09-08,VIGENTE
988,210,17299.65,43.64,24,2023-01-02,VIGENTE
989,440,27317.82,33.37,6,2025-07-23,VIGENTE
990,347,58950.83,22.94,24,2022-01-15,VIGENTE
991,771,148432.76,12.6,60,2021-12-30,CANCELADO
992,81,99106.89,37.18,36,2024-02-07,CANCELADO
993,656,104922.11,21.88,60,2025-03-06,CANCELADO
994,707,139926.12,36.15,36,2021-03-22,VIGENTE
995,149,176333.72,42.94,36,2024-04-02,VIGENTE
996,356,151499.61,14.68,36,2023-07-18,VIGENTE
997,202,121611.59,15.55,12,2021-07-11,MOROSO
998,239,86923.81,10.21,12,2025-08-19,MOROSO
999,809,140901.71,32.24,60,2024-04-03,CANCELADO
1000,937,128253.61,35.79,60,2024-02-21,VIGENTE
1001,290,197461.29,23.11,12,2024-09-13,VIGENTE
1002,179,52855.24,36.57,36,2021-06-02,VIGENTE
1003,552,37415.54,18.43,18,2023-07-28,MOROSO
1004,79,192543.77,43.21,12,2025-08-05,CANCELADO
1005,645,160619.22,29.72,36,2022-11-23,VIGENTE
1006,314,189162.1,12.02,24,2023-12-29,VIGENTE
1007,228,196471.2,38.31,60,2022-05-31,VIGENTE
1008,229,45198.93,24.85,12,2021-12-16,VIGENTE
1009,44,62741.98,36.71,36,2025-08-24,MOROSO
1010,866,87502.0,28.96,36,2023-03-31,VIGENTE
1011,501,127585.44,26.43,18,2024-04-16,VIGENTE
1012,996,71836.3,32.25,18,2021-11-17,VIGENTE
1013,464,192653.1,34.5,60,2021-12-31,MOROSO
1014,277,16323.01,29.65,48,2023-07-22,VIGENTE
1015,765,105719.69,35.1,6,2024-08-21,VIGENTE
1016,3,66294.52,37.87,12,2023-08-31,CANCELADO
1017,991,19398.12,34.82,48,2022-04-04,VIGENTE
1018,889,141257.24,39.07,24,2023-12-17,VIGENTE
1019,966,196532.23,39.39,36,2021-11-18,VIGENTE
1020,720,48621.49,12.82,18,2022-12-20,VIGENTE
1021,636,136117.98,19.4,18,2023-03-29,VIGENTE
1022,757,193429.37,22.48,24,2022-05-04,VIGENTE
1023,675,37549.13,13.42,60,2021-12-23,VIGENTE
1024,944,34476.2,9.76,48,2022-07-17,MOROSO
1025,898,48553.01,9.19,18,2024-10-20,VIGENTE
1026,334,5894.6,20.93,12,2021-12-01,VIGENTE
1027,884,188663.96,26.74,24,2023-10-20,VIGENTE
1028,198,47494.35,10.04,60,2024-06-21,VIGENTE
1029,836,102074.17,26.78,48,2025-04-19,VIGENTE
1030,402,24625.42,19.69,36,2022-04-05,VIGENTE
1031,461,105696.21,14.59,18,2023-06-01,CANCELADO
1032,216,47256.05,22.71,6,2022-05-17,CANCELADO
1033,20,48319.02,35.32,6,2022-08-02,CANCELADO
1034,775,158360.08,20.84,18,2022-10-30,CANCELADO
1035,339,25179.99,34.02,24,2023-02-19,VIGENTE
1036,825,116017.13,19.85,12,2025-03-26,VIGENTE
1037,604,4413.52,25.93,18,2023-03-06,VIGENTE
1038,739,48447.77,33.47,18,2026-01-12,CANCELADO
1039,820,9659.44,33.72,24,2021-12-21,CANCELADO
1040,101,118428.17,37.97,18,2021-04-11,VIGENTE
1041,846,29022.16,35.64,24,2021-04-14,VIGENTE
1042,793,32996.41,8.78,12,2022-12-06,VIGENTE
1043,608,28501.57,36.74,48,2021-10-17,CANCELADO
1044,402,7099.57,31.93,18,2025-01-24,CANCELADO
1045,540,16636.12,42.27,6,2023-05-05,VIGENTE
1046,684,74878.04,33.38,18,2021-02-13,VIGENTE
1047,704,56197.54,18.91,60,2024-06-05,MOROSO
1048,425,84277.08,30.69,48,2022-01-04,VIGENTE
1049,233,176241.85,37.63,24,2025-11-12,VIGENTE
1050,86,127788.26,25.74,6,2022-08-25,VIGENTE
1051,557,39797.6,21.07,48,2022-04-04,VIGENTE
1052,153,92696.05,15.23,60,2023-04-01,VIGENTE
1053,439,160340.08,24.75,60,2023-09-15,CANCELADO
1054,660,116644.47,35.66,48,2023-04-24,CANCELADO
1055,750,196950.4,18.07,18,2024-03-09,MOROSO
1056,320,123146.33,12.75,60,2024-01-29,VIGENTE
1057,290,90559.39,20.98,36,2021-03-18,VIGENTE
1058,354,59008.83,21.37,60,2024-03-27,CANCELADO
1059,409,12693.16,33.0,48,2025-03-24,CANCELADO
1060,865,152935.2,12.15,6,2024-10-29,CANCELADO
1061,326,67222.8,20.3,60,2025-07-14,MOROSO
1062,461,81083.87,11.4,12,2023-12-08,VIGENTE
1063,125,145295.11,42.59,12,2025-03-11,VIGENTE
1064,426,10994.68,41.17,6,2024-07-03,VIGENTE
1065,368,195578.66,39.55,12,2021-10-11,VIGENTE
1066,227,37522.74,28.75,18,2024-03-18,VIGENTE
1067,699,172932.99,21.05,6,2022-08-25,CANCELADO
1068,115,21701.19,35.22,24,2024-06-20,MOROSO
1069,440,170337.5,27.63,48,2024-08-26,CANCELADO
1070,796,57965.04,30.93,36,2022-03-14,VIGENTE
1071,758,164735.39,40.61,6,2023-12-11,VIGENTE
1072,648,37590.9,31.08,36,2026-01-07,VIGENTE
1073,459,123403.27,16.77,60,2022-05-29,VIGENTE
1074,765,180143.74,22.12,24,2021-12-05,VIGENTE
1075,333,119711.23,44.84,48,2023-08-23,MOROSO
1076,424,48882.14,9.01,18,2023-10-21,VIGENTE
1077,1,49273.21,39.94,24,2025-10-14,VIGENTE
1078,339,67413.1,29.82,24,2023-06-28,VIGENTE
1079,467,104490.01,39.69,24,2024-01-18,VIGENTE
1080,640,111827.79,17.3,48,2023-09-24,VIGENTE
1081,507,36941.72,42.51,18,2021-09-03,VIGENTE
1082,201,54415.62,10.14,48,2023-02-20,CANCELADO
1083,529,83301.69,40.47,12,2021-12-15,CANCELADO
1084,81,155056.73,29.2,36,2023-05-30,VIGENTE
1085,580,155012.5,9.84,24,2026-01-19,VIGENTE
1086,726,69549.43,25.06,12,2024-03-24,VIGENTE
1087,313,145058.99,27.27,12,2023-04-30,VIGENTE
1088,998,189407.79,34.25,60,2025-12-02,VIGENTE
1089,774,62832.25,15.99,36,2024-05-04,VIGENTE
1090,959,199162.41,23.26,24,2024-09-29,CANCELADO
1091,847,106048.22,36.23,60,2023-10-29,MOROSO
1092,446,115232.64,36.96,48,2023-04-18,MOROSO
1093,48,67964.57,14.68,12,2021-04-18,CANCELADO
1094,821,147323.37,36.37,6,2024-09-12,VIGENTE
1095,160,126344.15,26.42,24,2025-03-07,VIGENTE
1096,89,6919.07,15.24,12,2022-01-11,CANCELADO
1097,944,132972.24,9.21,60,2025-10-05,CANCELADO
1098,79,105598.92,12.44,18,2021-08-20,VIGENTE
1099,125,14267.23,34.84,36,2023-05-15,VIGENTE
1100,424,117807.46,8.38,48,2024-09-14,VIGENTE
1101,784,134825.47,20.7,48,2021-05-01,VIGENTE
1102,845,102890.5,28.86,24,2025-06-04,VIGENTE
1103,815,194120.16,12.21,12,2022-05-18,VIGENTE
1104,921,186396.17,30.68,36,2025-01-19,VIGENTE
1105,335,114218.94,35.43,36,2024-02-05,VIGENTE
1106,123,102293.17,17.95,36,2024-11-14,MOROSO
1107,234,122922.09,27.41,6,2022-06-20,VIGENTE
1108,68,4363.05,23.8,60,2025-12-08,CANCELADO
1109,911,105869.07,40.18,12,2023-09-25,CANCELADO
1110,328,28278.57,8.1,36,2021-10-10,CANCELADO
1111,162,197557.23,40.08,48,2025-12-07,MOROSO
1112,199,41950.32,11.15,60,2022-10-17,VIGENTE
1113,933,151774.14,8.56,12,2021-12-16,VIGENTE
1114,130,11930.59,19.5,36,2022-04-22,VIGENTE
1115,741,144049.63,36.47,48,2025-03-18,VIGENTE
1116,85,193544.21,26.72,12,2021-12-30,VIGENTE
1117,759,62272.46,28.59,18,2024-06-23,VIGENTE
1118,837,191920.51,24.04,12,2022-07-09,VIGENTE
1119,102,113608.64,9.73,6,2023-06-28,VIGENTE
1120,616,120515.92,34.07,12,2022-07-05,VIGENTE
1121,29,156353.54,11.25,48,2025-12-29,CANCELADO
1122,583,142497.22,35.31,18,2023-04-10,CANCELADO
1123,255,115124.38,37.54,12,2024-07-04,MOROSO
1124,357,195106.37,40.67,18,2026-01-08,CANCELADO
1125,419,116009.04,20.49,24,2025-11-25,VIGENTE
1126,471,97842.59,13.21,60,2022-08-03,VIGENTE
1127,61,153522.25,38.26,24,2022-05-30,CANCELADO
1128,265,16921.7,41.75,12,2023-07-23,MOROSO
1129,600,168659.64,24.0,24,2024-10-05,VIGENTE
1130,873,50234.97,24.02,12,2023-05-31,CANCELADO
1131,827,97362.79,26.41,12,2024-12-28,VIGENTE
1132,340,68467.75,23.59,12,2022-08-21,CANCELADO
1133,862,174087.3,34.54,6,2024-12-06,CANCELADO
1134,19,18186.63,39.52,12,2023-11-06,MOROSO
1135,502,41447.71,13.22,12,2023-04-12,VIGENTE
1136,362,187266.44,19.27,36,2021-11-17,VIGENTE
1137,752,87781.29,9.31,24,2024-11-02,CANCELADO
1138,736,116300.52,28.09,24,2025-04-28,VIGENTE
1139,70,45388.9,18.87,6,2023-06-28,CANCELADO
1140,515,88669.29,19.55,36,2025-03-05,VIGENTE
1141,733,128913.85,13.38,48,2025-11-06,VIGENTE
1142,385,64238.4,26.56,6,2025-03-14,MOROSO
1143,839,14753.03,14.39,48,2025-11-28,VIGENTE
1144,397,98123.89,39.9,6,2024-12-09,VIGENTE
1145,299,123749.37,34.16,6,2024-09-09,CANCELADO
1146,491,85963.41,29.14,60,2024-01-02,VIGENTE
1147,199,195993.02,10.41,18,2023-02-03,VIGENTE
1148,575,64126.18,10.84,24,2021-07-15,VIGENTE
1149,67,105919.48,32.48,6,2023-07-30,VIGENTE
1150,914,38001.28,33.25,18,2021-11-03,VIGENTE
1151,695,194357.43,22.85,24,2024-04-09,VIGENTE
1152,512,72308.12,44.28,18,2024-07-26,VIGENTE
1153,177,165975.63,31.97,48,2022-07-26,CANCELADO
1154,969,196027.41,37.37,12,2022-03-05,VIGENTE
1155,320,45671.93,21.49,36,2025-12-11,VIGENTE
1156,998,106244.81,14.32,12,2025-04-27,VIGENTE
1157,907,106991.97,25.07,6,2021-11-03,CANCELADO
1158,353,32266.41,34.98,18,2022-12-17,CANCELADO
1159,679,139993.72,16.94,12,2022-01-01,CANCELADO
1160,522,84480.55,18.18,36,2024-07-04,VIGENTE
1161,15,101398.52,43.23,6,2025-02-11,CANCELADO
1162,766,147040.88,41.6,6,2024-05-31,VIGENTE
1163,518,139465.1,17.7,18,2023-02-07,VIGENTE
1164,637,190208.64,40.47,60,2022-02-07,CANCELADO
1165,850,39186.6,39.47,6,2024-04-19,VIGENTE
1166,923,25097.58,21.35,6,2023-03-22,MOROSO
1167,142,6164.98,8.59,36,2022-02-27,VIGENTE
1168,312,93148.16,14.71,36,2022-03-23,VIGENTE
1169,448,72874.99,13.04,36,2023-12-11,VIGENTE
1170,460,48621.84,16.95,24,2026-01-20,VIGENTE
1171,970,139625.4,11.57,36,2022-02-25,VIGENTE
1172,534,166374.95,40.79,48,2025-07-26,VIGENTE
1173,300,199236.9,23.59,48,2023-10-30,VIGENTE
1174,982,162315.35,25.99,6,2023-09-29,VIGENTE
1175,37,90578.31,35.23,6,2022-06-21,VIGENTE
1176,39,93403.42,24.36,48,2024-10-31,VIGENTE
1177,64,180461.75,29.91,6,2025-02-26,MOROSO
1178,241,21834.16,15.17,12,2022-08-29,MOROSO
1179,230,149874.6,32.13,24,2024-07-03,VIGENTE
1180,274,162586.16,40.93,6,2023-01-11,VIGENTE
1181,213,24466.09,18.18,12,2021-06-24,CANCELADO
1182,876,145098.78,14.25,6,2021-05-26,CANCELADO
1183,910,7061.47,19.25,6,2025-05-15,MOROSO
1184,286,64281.22,18.93,6,2023-03-22,CANCELADO
1185,801,104970.07,27.13,60,2025-11-12,CANCELADO
1186,457,179898.65,37.65,12,2023-05-20,CANCELADO
1187,82,41909.86,12.51,24,2023-02-27,VIGENTE
1188,237,114103.04,10.17,60,2021-07-31,VIGENTE
1189,82,71880.25,39.43,36,2025-11-14,VIGENTE
1190,651,5551.18,10.91,12,2022-12-22,MOROSO
1191,288,65287.17,32.3,36,2025-04-27,MOROSO
1192,584,110960.58,14.87,36,2026-01-07,VIGENTE
1193,115,164958.02,28.06,6,2025-06-27,CANCELADO
1194,952,35397.22,35.18,12,2024-05-24,MOROSO
1195,707,158446.3,22.79,12,2022-11-05,VIGENTE
1196,780,139680.0,25.64,6,2023-01-03,MOROSO
1197,106,34968.11,40.6,12,2024-12-22,CANCELADO
1198,526,137406.17,43.7,36,2025-09-14,VIGENTE
1199,975,60523.79,43.61,24,2025-12-13,VIGENTE
1200,301,197803.86,22.86,48,2025-02-05,CANCELADO
1201,561,180570.37,24.64,18,2022-06-26,VIGENTE
1202,487,7227.0,15.22,24,2025-01-27,VIGENTE
1203,272,183180.37,27.5,60,2026-01-25,VIGENTE
1204,8,118171.75,43.66,12,2025-04-03,CANCELADO
1205,659,55624.03,40.3,24,2024-11-23,MOROSO
1206,978,122577.99,18.47,12,2024-01-10,VIGENTE
1207,861,176464.0,14.16,6,2021-05-04,VIGENTE
1208,587,31673.51,29.26,60,2021-08-29,MOROSO
1209,406,171658.29,26.85,12,2021-12-09,VIGENTE
1210,252,86252.05,17.91,60,2022-01-29,VIGENTE
1211,177,78130.34,13.07,60,2023-04-20,VIGENTE
1212,430,102171.25,25.16,36,2025-06-21,VIGENTE
1213,30,38541.35,32.57,48,2021-08-17,MOROSO
1214,969,48554.64,28.94,24,2022-11-17,VIGENTE
1215,113,68302.72,34.66,36,2024-08-21,VIGENTE
1216,459,97694.76,27.7,6,2022-12-21,VIGENTE
1217,53,144061.07,27.64,24,2024-05-16,VIGENTE
1218,970,41044.28,41.59,12,2023-07-17,VIGENTE
1219,254,132084.0,14.27,6,2022-04-24,VIGENTE
1220,613,65233.47,31.83,18,2025-05-17,CANCELADO
1221,533,190601.89,30.08,36,2023-01-22,CANCELADO
1222,557,120768.97,24.12,60,2021-08-07,VIGENTE
1223,511,50896.37,39.33,6,2025-08-13,VIGENTE
1224,434,54648.8,42.78,18,2024-04-27,MOROSO
1225,143,45643.38,43.39,60,2026-01-30,CANCELADO
1226,436,60277.47,18.29,36,2023-07-01,VIGENTE
1227,831,147355.43,16.42,24,2021-03-16,VIGENTE
1228,837,47450.46,12.73,24,2021-12-05,VIGENTE
1229,526,171736.67,42.38,6,2023-01-15,VIGENTE
1230,121,86774.7,40.9,36,2022-02-24,VIGENTE
1231,35,154600.47,18.03,18,2023-10-17,CANCELADO
1232,209,171663.83,12.52,48,2023-04-04,CANCELADO
1233,297,176876.99,26.82,48,2024-09-15,VIGENTE
1234,711,79473.87,13.24,36,2023-08-06,VIGENTE
1235,704,62525.16,16.82,60,2023-12-05,VIGENTE
1236,152,80888.43,42.01,48,2024-11-13,VIGENTE
1237,182,56980.68,11.3,18,2025-05-27,CANCELADO
1238,914,33599.14,17.02,18,2023-06-25,VIGENTE
1239,456,28662.45,37.27,6,2021-08-13,MOROSO
1240,673,63922.08,14.97,48,2023-09-12,VIGENTE
1241,256,53196.15,28.39,24,2024-08-24,VIGENTE
1242,240,63018.41,12.95,18,2024-11-02,VIGENTE
1243,413,5695.68,20.2,60,2025-11-05,VIGENTE
1244,684,154988.15,23.53,18,2021-08-16,VIGENTE
1245,869,137352.04,36.23,6,2024-11-14,CANCELADO
1246,666,52866.15,26.08,36,2025-02-23,VIGENTE
1247,766,70421.29,13.18,24,2024-01-05,CANCELADO
1248,166,120875.83,34.53,36,2024-11-29,MOROSO
1249,917,39922.65,13.07,24,2021-03-04,VIGENTE
1250,890,65567.22,41.95,12,2023-02-06,VIGENTE
1251,433,173708.64,15.38,60,2021-12-07,MOROSO
1252,987,31610.23,42.64,36,2024-05-01,VIGENTE
1253,440,26858.92,15.93,24,2023-09-10,VIGENTE
1254,540,77090.64,9.59,36,2023-05-20,VIGENTE
1255,96,154109.76,43.55,36,2022-05-04,VIGENTE
1256,566,47979.23,38.36,60,2024-08-17,MOROSO
1257,138,31248.16,34.96,36,2021-06-18,VIGENTE
1258,853,99631.57,10.5,36,2024-08-21,VIGENTE
1259,431,65036.87,43.1,48,2022-11-22,VIGENTE
1260,776,149004.34,40.29,18,2025-08-28,VIGENTE
1261,266,35386.33,29.33,6,2023-07-04,VIGENTE
1262,39,111886.02,39.89,36,2021-06-11,VIGENTE
1263,909,142470.35,29.11,36,2021-07-05,VIGENTE
1264,38,130696.47,20.01,18,2021-03-03,VIGENTE
1265,659,111000.67,31.1,6,2021-02-25,VIGENTE
1266,821,31172.79,28.47,12,2022-08-17,VIGENTE
1267,202,50907.48,16.17,60,2025-01-25,VIGENTE
1268,757,102567.87,42.76,36,2021-10-06,VIGENTE
1269,796,19887.28,44.82,6,2022-02-04,CANCELADO
1270,310,171055.97,37.77,6,2024-01-19,VIGENTE
1271,328,184111.69,15.07,36,2024-10-26,VIGENTE
1272,934,92703.22,35.71,60,2024-10-25,VIGENTE
1273,645,198049.42,44.34,36,2023-02-16,MOROSO
1274,40,103612.89,40.13,24,2025-06-26,VIGENTE
1275,71,162630.8,13.24,6,2022-05-28,MOROSO
1276,272,39397.97,8.66,6,2024-09-17,VIGENTE
1277,51,187451.8,9.81,12,2022-05-26,CANCELADO
1278,799,11670.88,43.74,18,2021-08-09,CANCELADO
1279,345,173131.64,28.43,6,2023-02-12,CANCELADO
1280,557,140097.74,26.19,12,2022-09-27,VIGENTE
1281,582,135653.88,10.48,36,2023-12-05,VIGENTE
1282,504,28495.4,11.46,12,2023-05-28,MOROSO
1283,926,29984.31,42.43,60,2022-10-17,VIGENTE
1284,465,156915.54,27.38,6,2023-10-21,VIGENTE
1285,450,29122.67,28.49,36,2024-08-27,VIGENTE
1286,659,102515.43,44.57,60,2026-01-14,VIGENTE
1287,708,67356.97,10.22,12,2022-11-03,CANCELADO
1288,395,44684.51,28.27,60,2025-07-14,CANCELADO
1289,339,131796.78,10.57,60,2025-06-18,VIGENTE
1290,965,39678.13,9.4,36,2025-09-26,MOROSO
1291,571,116142.34,21.6,36,2021-04-10,MOROSO
1292,216,154435.21,11.33,60,2023-07-18,MOROSO
1293,863,175795.04,20.65,12,2025-05-04,MOROSO
1294,454,3749.97,16.66,48,2021-09-12,CANCELADO
1295,193,43292.83,11.0,6,2025-12-08,MOROSO
1296,137,57303.21,24.61,24,2024-08-13,VIGENTE
1297,200,183479.88,9.53,48,2023-07-02,VIGENTE
1298,316,36370.23,42.31,48,2022-09-25,VIGENTE
1299,228,186740.92,39.32,48,2023-04-01,VIGENTE
1300,998,127230.31,30.0,36,2024-10-01,CANCELADO
1301,301,76228.09,10.01,24,2024-02-20,CANCELADO
1302,253,18879.45,29.82,24,2023-02-25,MOROSO
1303,372,161304.13,28.63,36,2022-09-24,VIGENTE
1304,633,87655.73,43.97,60,2024-06-22,CANCELADO
1305,149,169078.13,9.12,18,2022-08-29,VIGENTE
1306,532,124410.83,41.87,6,2022-02-09,VIGENTE
1307,83,121575.11,38.82,60,2025-07-13,VIGENTE
1308,21,77491.16,12.63,36,2023-03-02,CANCELADO
1309,42,121726.98,8.08,60,2023-01-06,VIGENTE
1310,577,37933.09,28.28,60,2023-03-26,VIGENTE
1311,210,151038.69,12.69,24,2025-07-08,VIGENTE
1312,925,50846.64,42.2,24,2025-02-22,VIGENTE
1313,157,129422.36,24.99,36,2023-05-19,MOROSO
1314,271,131117.76,8.65,36,2022-09-25,VIGENTE
1315,195,138431.39,9.72,24,2024-03-05,VIGENTE
1316,993,146090.07,25.96,18,2021-05-27,MOROSO
1317,265,188160.26,9.6,18,2024-03-03,VIGENTE
1318,663,126619.91,8.41,48,2024-06-22,MOROSO
1319,639,136180.09,20.93,48,2025-11-10,CANCELADO
1320,68,24408.9,33.54,48,2022-10-20,VIGENTE
1321,946,58318.98,24.42,12,2025-07-26,VIGENTE
1322,690,80699.35,36.49,6,2023-08-04,VIGENTE
1323,766,193195.4,26.34,24,2025-01-26,CANCELADO
1324,871,85900.42,43.65,36,2022-07-06,VIGENTE
1325,440,125169.06,40.37,36,2022-12-28,MOROSO
1326,226,108107.63,19.15,36,2021-09-10,CANCELADO
1327,136,18590.57,32.92,18,2025-05-05,CANCELADO
1328,686,146771.28,34.55,60,2023-11-08,CANCELADO
1329,106,117967.13,28.82,18,2022-06-06,VIGENTE
1330,263,114372.07,35.22,24,2024-08-18,VIGENTE
1331,849,90518.83,17.68,36,2022-05-12,CANCELADO
1332,529,28573.05,9.82,60,2022-01-21,CANCELADO
1333,847,170682.7,39.75,6,2023-01-10,VIGENTE
1334,487,94389.27,41.72,12,2023-03-16,VIGENTE
1335,959,161619.93,39.49,60,2022-04-21,VIGENTE
1336,803,8449.47,17.36,12,2023-07-18,VIGENTE
1337,1,133814.77,24.8,12,2025-05-05,CANCELADO
1338,336,23227.7,40.81,60,2022-01-13,VIGENTE
1339,590,64559.8,41.63,60,2021-11-17,CANCELADO
1340,947,157130.41,44.14,48,2025-05-05,MOROSO
1341,972,65215.24,34.05,24,2022-12-06,VIGENTE
1342,758,17820.8,36.52,24,2021-12-15,VIGENTE
1343,134,80885.52,37.62,6,2023-11-15,MOROSO
1344,381,151428.09,38.49,12,2025-12-14,VIGENTE
1345,554,109885.98,8.5,60,2021-12-18,VIGENTE
1346,407,176224.04,32.15,6,2021-08-11,CANCELADO
1347,810,12593.31,23.7,18,2023-10-18,MOROSO
1348,339,25709.65,13.81,36,2021-05-11,MOROSO
1349,629,23006.5,40.18,48,2022-05-26,VIGENTE
1350,334,109076.83,20.12,60,2024-10-03,VIGENTE
1351,66,132521.22,30.97,24,2024-07-15,MOROSO
1352,861,55905.06,26.35,12,2024-12-08,VIGENTE
1353,130,105555.84,44.93,18,2025-11-19,MOROSO
1354,630,175153.85,24.66,6,2025-01-31,VIGENTE
1355,330,153559.94,11.64,12,2022-01-30,CANCELADO
1356,607,74830.78,41.59,6,2025-03-10,CANCELADO
1357,20,188736.18,43.99,24,2025-12-27,MOROSO
1358,952,30620.42,10.64,36,2024-08-10,CANCELADO
1359,739,157561.41,22.41,24,2021-11-02,CANCELADO
1360,715,167005.45,31.76,36,2025-03-12,VIGENTE
1361,826,47885.81,30.44,60,2023-12-13,VIGENTE
1362,71,73742.26,25.57,24,2021-07-17,VIGENTE
1363,718,98252.27,33.64,6,2026-01-04,VIGENTE
1364,520,67863.09,44.73,6,2025-05-23,MOROSO
1365,427,108968.65,12.01,48,2025-05-19,VIGENTE
1366,789,103903.72,14.1,48,2024-05-10,VIGENTE
1367,560,58942.24,9.51,60,2021-08-10,MOROSO
1368,755,11972.55,8.58,48,2023-12-29,VIGENTE
1369,325,173768.48,24.14,24,2022-10-03,VIGENTE
1370,963,9457.01,24.58,12,2024-08-07,CANCELADO
1371,358,144162.86,20.01,12,2022-01-03,CANCELADO
1372,857,95411.45,20.15,6,2021-05-08,MOROSO
1373,59,82688.24,40.29,18,2024-05-13,CANCELADO
1374,764,140696.19,35.16,60,2021-03-26,MOROSO
1375,463,112650.37,31.16,18,2022-10-16,VIGENTE
1376,795,172118.28,17.81,36,2024-04-12,VIGENTE
1377,817,76015.28,19.58,12,2021-05-14,VIGENTE
1378,466,92719.3,42.48,24,2023-11-11,CANCELADO
1379,263,130378.32,26.89,36,2021-03-23,CANCELADO
1380,316,183114.41,16.34,24,2025-04-02,CANCELADO
1381,822,146435.28,37.46,24,2023-10-15,CANCELADO
1382,362,51906.92,19.9,24,2022-01-22,VIGENTE
1383,41,99386.92,10.98,48,2025-02-07,VIGENTE
1384,662,163931.51,9.63,60,2024-07-01,VIGENTE
1385,935,93475.94,23.37,6,2022-11-12,VIGENTE
1386,295,7027.68,12.34,12,2024-02-13,CANCELADO
1387,161,40536.18,17.9,18,2024-03-11,VIGENTE
1388,852,97788.82,30.15,48,2021-02-11,MOROSO
1389,787,128609.7,34.69,18,2024-05-25,VIGENTE
1390,425,197529.82,15.95,12,2021-12-26,MOROSO
1391,173,176801.95,8.34,60,2024-08-31,VIGENTE
1392,500,77863.85,35.79,6,2023-07-29,MOROSO
1393,593,28762.1,20.48,60,2023-08-30,CANCELADO
1394,524,196956.7,19.36,36,2024-06-09,VIGENTE
1395,15,27534.91,19.26,18,2024-01-04,CANCELADO
1396,451,61961.74,20.28,36,2024-03-04,MOROSO
1397,596,154806.55,21.3,12,2023-01-05,VIGENTE
1398,500,9540.35,14.41,24,2021-05-29,VIGENTE
1399,472,15240.92,21.99,24,2025-04-21,VIGENTE
1400,817,40448.76,25.89,18,2023-03-16,CANCELADO
1401,832,16675.44,44.82,24,2025-01-27,VIGENTE
1402,733,68561.35,33.72,6,2022-03-21,VIGENTE
1403,793,10875.88,23.17,36,2025-10-23,VIGENTE
1404,730,29103.6,38.32,6,2025-08-19,CANCELADO
1405,966,135485.14,28.48,6,2022-07-27,VIGENTE
1406,448,197521.28,24.44,6,2024-10-31,VIGENTE
1407,308,127127.06,41.7,12,2024-05-14,VIGENTE
1408,371,121521.06,38.76,18,2026-01-29,CANCELADO
1409,874,166023.99,23.98,18,2021-05-21,VIGENTE
1410,527,131906.01,42.12,18,2023-04-22,MOROSO
1411,996,40875.98,43.99,48,2024-05-15,VIGENTE
1412,676,114936.72,18.24,12,2025-05-15,MOROSO
1413,232,121989.49,30.84,18,2022-12-31,VIGENTE
1414,962,22454.56,27.94,60,2022-05-11,CANCELADO
1415,804,103127.68,38.46,6,2021-04-12,VIGENTE
1416,734,11625.96,39.93,48,2025-08-25,VIGENTE
1417,304,116171.1,32.62,48,2025-08-04,MOROSO
1418,656,71021.22,35.52,6,2025-09-30,VIGENTE
1419,114,58883.66,44.79,36,2026-01-18,VIGENTE
1420,832,67446.89,35.45,12,2021-10-24,VIGENTE
1421,833,28903.89,30.79,18,2022-05-20,CANCELADO
1422,979,93014.01,9.93,24,2023-07-04,VIGENTE
1423,58,43862.61,18.15,24,2025-05-13,VIGENTE
1424,414,46703.61,38.18,12,2022-08-25,VIGENTE
1425,619,87800.76,23.79,18,2022-08-21,CANCELADO
1426,348,54938.09,19.04,36,2021-12-10,VIGENTE
1427,615,105751.46,37.07,6,2021-02-25,VIGENTE
1428,318,139730.28,15.14,18,2025-12-18,CANCELADO
1429,983,40388.27,29.84,60,2021-10-10,VIGENTE
1430,607,196745.91,43.53,6,2022-04-29,VIGENTE
1431,435,74264.52,32.55,60,2024-08-22,MOROSO
1432,15,13993.47,15.85,18,2023-12-11,CANCELADO
1433,374,26670.78,18.07,36,2024-09-11,MOROSO
1434,902,26721.05,35.6,36,2022-04-18,VIGENTE
1435,799,185437.44,23.47,6,2026-01-13,VIGENTE
1436,105,112847.24,39.91,24,2022-03-02,VIGENTE
