complaint_id,received_date,right_id,mun_id,area_id,status,description
5226,2020-09-21,2,1,5,CERRADO,Oficial segundo tiempos memoria luz cambios población o cargo poner pronto.
5227,2021-05-07,6,1,3,EN PROCESO,Hoy enfermedad demás sistemas internacional mercado importante llamado aumento quiere libertad visto características.
5228,2024-04-25,6,2,5,EN PROCESO,Aspecto enero situación bueno casos gobierno iglesia consecuencia máximo período.
5229,2021-08-16,1,6,4,ABIERTO,Instituto muchos tener existencia camino asimismo asociación cuba demás.
5230,2022-03-03,5,4,2,CERRADO,Existen haber equipo momento hombres reforma bueno actividades carta hasta.
5231,2024-07-08,5,4,3,CERRADO,Sola marzo c título tener mitad habían junio zona unas.
5232,2024-12-23,1,6,3,CERRADO,Tenían dice encuentran éste otras mano estuvo siquiera.
5233,2020-09-10,2,4,2,ABIERTO,Larga dado noche justicia hacerlo aire sería teatro económica año.
5234,2024-02-01,6,5,3,CERRADO,Don espacio mientras vino tan mismos grupo hubo vía organización tribunal favor.
5235,2021-09-15,6,6,4,ABIERTO,Diez proyectos dar formación fuentes otros marco mí.
5236,2022-05-31,1,2,4,ABIERTO,Estudio puerto silencio chile manuel españa.
5237,2025-03-23,4,7,3,ABIERTO,Armas mí mujer mercado color electoral aspecto grande nacional j iglesia he mucha.
5238,2022-08-07,5,4,1,CERRADO,Victoria personal pueda importante metros pese d francisco.
5239,2022-01-06,2,1,2,ABIERTO,Mes televisión mejores popular ciudad francisco.
5240,2022-03-22,7,6,4,CERRADO,Arte punto especial tengo cuando sabía posibilidad aquellas has programa era través.
5241,2025-08-01,1,6,4,CERRADO,Servicio dinero buena paciente acuerdo hace papel dejar asimismo pesetas.
5242,2021-02-20,7,7,5,CERRADO,Precios cuarto estructura objeto plazo trata sobre libros dan perdido.
5243,2023-08-06,6,7,2,CERRADO,Últimos sectores prueba domingo análisis c los problemas presenta pequeño.
5244,2021-02-08,5,1,1,EN PROCESO,Centros encuentro aquellos cuyo parecía todavía personal tarde hay estuvo.
5245,2020-12-03,1,7,2,EN PROCESO,Tratamiento programas tras llevar gobierno llevar igual allí camino sur negro.
5246,2021-01-13,3,7,3,CERRADO,Psoe sectores tiempos características podría cultural hechos.
5247,2024-05-27,2,1,4,ABIERTO,Este realizar últimos cuarto te acerca incluso tuvo miedo como quizá asunto.
5248,2025-01-02,3,3,5,CERRADO,Afirmó un cambio sea finalmente salida proyecto área programa diferentes universidad.
5249,2024-04-07,5,5,1,ABIERTO,Llegado investigación texto está precisamente entre especial fue aunque rey creo.
5250,2023-04-01,5,1,5,CERRADO,Razones imposible esfuerzo sectores ellas e tengo cuestión decisión.
5251,2021-06-11,3,6,5,EN PROCESO,Hacer tipos persona nadie música actitud habría hizo seguridad tema.
5252,2020-11-15,1,3,3,ABIERTO,Dicen alto máximo sector u ellas b dinero.
5253,2021-03-23,4,2,5,ABIERTO,Verdad mañana socialista suelo pudo creo modelo ahora favor programa obra relaciones precios.
5254,2021-01-27,5,6,3,ABIERTO,Obras dio espera defensa volvió justicia banco aquel ii sur i trata.
5255,2024-07-05,6,6,5,EN PROCESO,Participación mis podrá ahora eso hubiera país tierra ellos.
5256,2020-11-21,4,1,3,EN PROCESO,Administración haciendo había habla sistemas parís junto pasa pasado.
5257,2022-12-17,6,5,4,EN PROCESO,Antes sector aspecto abril futuro hijo perdido según años millones constitución vino llegó.
5258,2024-07-12,5,1,1,EN PROCESO,Pensar bien peor martín propuesta mantener m policía formas después cuya partidos río.
5259,2023-04-26,4,4,3,CERRADO,Allá época corte poco frente mucho le pueblo camino.
5260,2022-08-04,2,4,3,EN PROCESO,Quien congreso ocasiones salud siguientes españoles has fácil entrada.
5261,2025-02-20,1,1,5,EN PROCESO,Tales última usted objetivo manos nos no segunda destino cosas octubre tiene tiempo.
5262,2023-04-19,2,6,5,EN PROCESO,Mucha mismo debido sus cierta muestra.
5263,2025-06-15,6,3,4,CERRADO,Consejo cuarto cabo e has corte tú dice pensar.
5264,2023-07-02,7,4,2,CERRADO,Todavía sola obra seguridad norte campaña ministro posible lópez ii.
5265,2021-05-24,7,4,2,EN PROCESO,Veces diciembre millones existe medida largo grupo política día capaz interior.
5266,2025-02-25,4,7,5,EN PROCESO,Personal pero martín nueva causa antes unidad derecha sola alguien otras.
5267,2023-12-12,5,3,1,ABIERTO,Políticos próximo ella primer juez universidad puerta aspectos importancia mediante izquierda dicen.
5268,2021-03-04,1,4,2,EN PROCESO,Dar juez antonio c ahora domingo m puso mujer pese lo suerte.
5269,2021-11-21,6,3,3,EN PROCESO,Nos tenido nos había encontrar relación resto espacio embargo mercado policía sabe.
5270,2024-09-24,2,1,5,ABIERTO,Nombre están aquel noviembre falta atrás.
5271,2024-08-26,3,1,3,ABIERTO,Necesario hombre rey falta martín puerto hace proyectos.
5272,2025-05-11,2,7,2,ABIERTO,Igual consumo siquiera semanas título pudo partidos tenido habrá oro siglo lejos año.
5273,2021-04-25,6,2,3,EN PROCESO,Así total tal último boca contenido historia y cambio investigación económica volver.
5274,2022-05-06,6,5,3,CERRADO,Campo cuya semana actitud socialista juicio.
5275,2024-02-10,1,7,1,EN PROCESO,Entrar año juicio único mil cambios único ambiente mes.
5276,2023-07-14,6,4,5,CERRADO,Europa mesa principal asociación línea martín ocho unos miembros hijo superior hacer.
5277,2021-03-26,6,5,5,CERRADO,San precios vía contrario estuvo ahí.
5278,2024-08-22,4,3,3,ABIERTO,Causa parece armas contra resto tratamiento.
5279,2021-10-09,6,5,2,ABIERTO,Bastante cuatro teoría del punto buena.
5280,2022-02-26,1,1,1,EN PROCESO,Militar miembros visto línea llama rafael podría.
5281,2020-09-28,1,2,3,ABIERTO,Encuentra aún falta jorge durante diario origen domingo resto presente nadie.
5282,2024-10-25,1,1,1,ABIERTO,Decía también otros mañana realizar sin unos haber grande b.
5283,2024-07-10,1,7,2,CERRADO,Nuevo negro igual don antes libros voz administración desarrollo estamos psoe camino producción.
5284,2024-09-01,2,6,2,ABIERTO,Particular ayuda tengo pasado cuenta muerte buscar internacional violencia.
5285,2024-08-08,2,4,3,CERRADO,Estados curso diferencia personas cuanto quien sociedad interés ha las investigación dólares fuerzas.
5286,2021-12-28,1,5,3,EN PROCESO,Internacional primeras quedó me dice estos medidas luego decía casos victoria elementos.
5287,2021-01-10,6,2,2,EN PROCESO,Partido actual europa unidad estamos dio humano.
5288,2023-06-28,6,1,3,ABIERTO,Nueva principal américa pese julio pero programa hacerlo contrario compañía necesidad idea.
5289,2025-08-03,7,7,2,EN PROCESO,Viene luis muchas equipo fuerte torno volver.
5290,2024-06-07,6,5,5,EN PROCESO,Difícil larga esta niños yo república tema personal cierto años juicio podría afirmó.
5291,2020-12-06,2,6,1,ABIERTO,Sigue buen llegado realidad pronto operación una.
5292,2021-03-03,7,7,5,CERRADO,Los d si gran ii i.
5293,2023-09-05,4,7,4,EN PROCESO,Siete cultural creación visto mercado domingo bueno juan particular esta hechos siguiente.
5294,2021-07-14,2,4,3,EN PROCESO,Peor contrario partir cara internacional puedo difícil.
5295,2023-07-15,7,1,5,CERRADO,Valor tierra revolución rey efectos fondo diferencia méxico principal mar maría.
5296,2022-09-25,6,7,2,CERRADO,Cerca pues producto has hacen pesar muy abril diversos b.
5297,2022-06-07,1,4,3,CERRADO,De único autor elementos organización pesar especie.
5298,2025-08-12,1,1,4,EN PROCESO,Razón saber calidad tu posible han quién texto.
5299,2021-12-16,6,6,2,EN PROCESO,País blanca rey contrario llegó época rosa.
5300,2021-12-27,4,6,5,CERRADO,Larga solamente lugar campaña dice productos capaz somos millones cuadro pequeño actitud.
5301,2024-08-15,3,1,1,EN PROCESO,E congreso señora frente carácter oro.
5302,2022-02-23,3,5,2,CERRADO,Enero piel tribunal ésta solamente universidad dan junto tu europa número seguir.
5303,2023-02-21,4,6,1,EN PROCESO,Pp centro c tenemos vivir posible g media.
5304,2025-08-13,5,5,4,EN PROCESO,Tierra serie ley ii hasta desarrollo ministerio.
5305,2024-12-29,5,3,2,CERRADO,Y en antonio española papel fuentes asunto mejores.
5306,2025-08-04,1,2,3,CERRADO,Expresión recursos todos enfermedad me blanca metros norte grupos poner seguro.
5307,2022-12-18,7,5,1,CERRADO,Podría constitución duda pp período pueda jóvenes valor sino.
5308,2020-10-16,2,4,1,ABIERTO,Otros madre hora pp persona plazo comercio amigo necesidad presidente madre hizo.
5309,2021-03-06,6,3,3,ABIERTO,Respuesta lo vez europa estudio texto presente falta.
5310,2024-07-15,1,1,5,CERRADO,Dio mantener cosa hicieron claro siglo sala.
5311,2023-08-21,5,7,2,ABIERTO,Cuales carlos rey buen aparece ministro.
5312,2024-11-19,6,6,3,CERRADO,Francia viaje tribunal señaló sol nosotros palabras conocimiento siglo.
5313,2023-09-09,3,3,5,ABIERTO,Local gran españoles estudio tratamiento tenía mundial.
5314,2024-04-27,6,5,1,EN PROCESO,Línea libre pueda volvió buen niño nuevo experiencia asociación norte favor.
5315,2023-01-31,6,5,5,CERRADO,Problemas punto españoles cuadro tomar octubre.
5316,2024-06-28,4,5,4,ABIERTO,Peso acuerdo de propios aquellas solución fiscal sino cabeza carácter.
5317,2021-05-31,2,3,5,EN PROCESO,Fue distintas contenido difícil mediante niveles resto.
5318,2021-08-13,4,1,1,ABIERTO,Rosa título momentos resultado cambio tenía cabeza cuba buenos nivel acciones boca aquella.
5319,2025-05-15,7,6,4,EN PROCESO,Director tan riesgo jefe mujer corazón posibilidad tipo plazo orden.
5320,2024-04-02,6,2,4,EN PROCESO,O hora actividades libre acción plaza.
5321,2024-01-09,5,2,2,ABIERTO,Considera días alta cabo arriba razones éste.
5322,2024-08-19,4,5,1,ABIERTO,Fernando lado control otras nivel grupos julio unas medidas ciento bajo términos.
5323,2025-09-07,7,5,3,ABIERTO,Parte sin arte período acerca dónde varias entrada nueva formación medio imposible obstante.
5324,2023-07-26,5,5,3,CERRADO,Junio interior fin ese dentro saber.
5325,2024-06-18,3,6,1,EN PROCESO,Figura construcción produce color operación papel consumo.
5326,2022-10-31,4,3,2,EN PROCESO,Casa sola movimiento plan mayor trabajo haber hecho estaba incluso través.
5327,2024-04-21,5,4,1,CERRADO,Algo fuerzas mano socialista congreso evitar relaciones.
5328,2021-07-02,7,5,3,CERRADO,Segunda gracias volver atrás mil r uno música eran había.
5329,2023-02-19,7,4,5,EN PROCESO,Encuentran aumento ir tenemos respecto visto naturaleza humanos encuentran jorge.
5330,2021-09-22,5,6,1,CERRADO,Libre viaje modelo hombres ahí suelo producción.
5331,2024-03-27,5,4,5,CERRADO,Sí ahora sectores prueba pasa problema ahora noche hacen.
5332,2021-12-02,2,6,3,EN PROCESO,Militares libre mantener te libertad bueno reunión idea.
5333,2020-12-30,4,3,2,ABIERTO,Equipo común resultado compañía siete eran felipe baja.
5334,2022-12-27,4,2,3,CERRADO,Diferentes grupo varios pone esta economía fácil habría nuestras pacientes.
5335,2024-03-27,6,1,3,CERRADO,Habrá pública resultados crisis hoy salir información interior medios mejor ideas vida intereses.
5336,2023-07-09,2,7,5,ABIERTO,Principio trabajadores minutos mitad centros control garcía suelo memoria decir.
5337,2022-06-07,6,2,1,EN PROCESO,Hospital siete igual crisis artículo alguien un aire será.
5338,2020-10-19,7,2,1,EN PROCESO,Etapa lópez muerte respuesta unidos tras incluso así plan cosa cine apenas sur.
5339,2023-01-27,1,4,1,ABIERTO,Económica hombres carne será flores qué.
5340,2024-03-02,7,3,2,ABIERTO,Pesetas siete línea dar situación explicó ciudad contenido tendrá.
5341,2022-02-04,7,2,3,ABIERTO,Dejó ésta contrario vía acerca ejército construcción aumento cuestión era policía.
5342,2025-04-23,7,5,2,CERRADO,Y ahí han países experiencia garcía clase económica tal por pueblo.
5343,2021-03-01,5,4,4,CERRADO,Considera no ni dado conocer estado u quién casi usted hacerlo república nuestra.
5344,2021-12-19,4,2,2,CERRADO,Existencia debido parecía suficiente junto sentido plazo construcción dice violencia esto plan precios.
5345,2021-07-06,3,6,5,EN PROCESO,Señor habrá ley nuevos negro central estaban.
5346,2022-02-27,7,6,4,ABIERTO,Seguir américa aunque enfermedad sabía educación hacia.
5347,2024-09-15,6,7,5,CERRADO,Semana organización gonzález costa hay buen camino.
5348,2023-10-09,5,3,2,CERRADO,José tal mismos mejores haber aquellos o pocos favor amigos dice hijo.
5349,2023-03-19,5,6,1,EN PROCESO,Todas alto ambiente lleva jorge mí difícil situación pone sur felipe ve.
5350,2024-11-07,6,3,2,ABIERTO,Resultado haber habían pensar rafael televisión larga defensa cuyo lo.
5351,2023-10-17,2,2,1,ABIERTO,Central deja volvió g buen visto socialista quería serán buenos.
5352,2022-09-07,4,4,5,CERRADO,O somos señaló experiencia cambios presencia casi.
5353,2020-09-12,5,5,2,CERRADO,Respecto unos investigación quien teoría si será importante riesgo fecha partidos tiempos busca.
5354,2021-03-03,5,2,2,ABIERTO,Constitución servicio punto estaban grupos económica salir ya derecha.
5355,2025-03-24,7,4,1,EN PROCESO,Mundial trata está permite diario control.
5356,2023-05-29,4,5,1,ABIERTO,Cualquier pasar considera experiencia salud grande.
5357,2024-07-21,5,4,5,ABIERTO,Llamado buen siguiente miembros las río opinión puesto.
5358,2024-02-19,5,1,1,CERRADO,Felipe conocer visto todos cuestión izquierda niveles haber.
5359,2023-07-13,3,3,5,EN PROCESO,Ni él dónde unos administración varias pueblo tú.
5360,2021-02-05,3,5,4,CERRADO,Silencio vivir mejores campaña distintas suficiente cambio diciembre estas quién solo cierta historia.
5361,2022-06-12,2,6,5,ABIERTO,Sobre era te principio nuestro seguir dicen ni acuerdo.
5362,2023-03-31,6,5,2,ABIERTO,Justicia ellas cuarto mayo partido trata finalmente relación fuerte pequeña fin obra busca.
5363,2023-12-15,6,2,5,ABIERTO,Pie servicios papel región otra ocasión palabras.
5364,2020-11-25,6,7,4,CERRADO,Informe propia hora podría mil vamos un miedo.
5365,2024-12-18,7,3,4,CERRADO,Tribunal semanas texto hace nosotros o costa largo servicio pequeña santiago demasiado.
5366,2022-05-13,4,2,2,ABIERTO,Hubo con seis quedó razones español.
5367,2020-11-10,7,1,4,EN PROCESO,Contra luz algunas consumo mundo teoría líder señaló ello c.
5368,2024-03-30,6,5,3,CERRADO,Trabajar dos permite militares través base posible período siguiente cargo.
5369,2024-11-25,3,5,5,ABIERTO,Mal ejemplo actividades diario mucha fuerte defensa.
5370,2024-08-05,4,2,5,CERRADO,Operación objeto presidente sido luego pesar grande bajo calle minutos.
5371,2023-12-12,3,2,5,CERRADO,Puedo sol cómo seguridad ningún claro.
5372,2024-10-22,2,2,4,EN PROCESO,Cuya medidas precios quien j único mis incluso.
5373,2024-07-31,4,1,1,CERRADO,Costa reforma nuevo partidos habían material consumo local son mejor.
5374,2021-08-21,6,1,5,EN PROCESO,Cuatro debía idea quiere fin precio médico b cosa natural sistemas.
5375,2023-03-02,3,4,1,ABIERTO,Barcelona fue existen doctor oro mucha muchos paz cuestión imágenes miedo.
5376,2021-09-19,1,6,4,CERRADO,Noche varias poco caso pensar vida toma arriba difícil posición.
5377,2024-03-03,6,1,4,EN PROCESO,Algún tribunal demasiado falta aun psoe finalmente.
5378,2025-03-02,4,3,3,CERRADO,Industria fuego fecha encontrar parte pueblo nuevas movimiento hay tienen.
5379,2024-02-23,4,2,4,CERRADO,Capacidad domingo éxito queda otros político policía total.
5380,2021-01-09,7,2,4,CERRADO,Propio diez varias cuadro hijo club ahí izquierda compañía imagen existe segundo tu mujeres.
5381,2024-11-11,6,4,3,CERRADO,Encima b efectos existe unidos ayer felipe obstante.
5382,2023-07-02,4,6,4,EN PROCESO,Buenos arriba objeto nuestros estos claro.
5383,2024-08-10,5,7,5,EN PROCESO,Siguientes mayo necesidad causa propia creo.
5384,2022-05-08,6,5,4,ABIERTO,Manos economía tan acto i mayores pueden actividades blanca embargo tiene.
5385,2024-01-08,4,7,3,CERRADO,Hacía sistemas seis pensar niños resultados ya.
5386,2022-05-10,7,7,2,CERRADO,Visita éxito fuera alrededor pueblo electoral dar cámara premio psoe enfermedad acciones.
5387,2021-06-28,7,6,4,CERRADO,Trabajar datos poco través posibilidades diferencia.
5388,2021-05-01,3,3,3,ABIERTO,Bajo ambiente instituciones cultural palabras presencia.
5389,2023-10-25,3,4,2,CERRADO,Todos mismos evitar ahora fondo superior construcción.
5390,2024-04-25,3,4,5,CERRADO,Minutos octubre encima universidad personas y futuro marcha.
5391,2021-06-18,4,1,3,CERRADO,Estudios sistemas favor origen poner ley somos europa hombre éste marzo tipo.
5392,2022-11-24,2,2,1,CERRADO,Trabajadores lo encima consejo tiene soy final fueron encontrar fondo salud.
5393,2021-02-20,7,4,5,ABIERTO,Dentro fuera tú b ha principio actitud.
5394,2020-10-16,5,1,5,ABIERTO,Oficial mundo hacia aparece niños hombres ver.
5395,2022-01-13,1,4,1,ABIERTO,Mis partes electoral régimen estas has ver gran ello sol instituciones muerto estamos.
5396,2023-12-31,1,5,5,EN PROCESO,Mayoría corte boca palabras muerto j fuerzas instituciones cuerpo estructura.
5397,2025-05-23,6,7,5,ABIERTO,Ese propio rey parece obras cuarto corazón acto varias tomar el octubre.
5398,2021-03-11,3,7,3,EN PROCESO,Posibilidad pregunta fiscal durante puesto contrario muchos afirmó reunión argentina entrar asunto.
5399,2022-06-29,2,6,2,ABIERTO,Cosa manuel recuerdo hechos dentro pasa pedro número ocho pasa.
5400,2025-01-17,5,1,5,ABIERTO,Cada dar tras pone última estoy operación pasa.
5401,2024-04-02,2,7,5,CERRADO,Trata tener hacer aumento participación aquellas como punto universidad.
5402,2021-06-23,2,5,2,EN PROCESO,Práctica sol luego única modo momento pueden explicó dicho supuesto américa habla.
5403,2021-12-23,3,2,1,EN PROCESO,Papel derecha porque zonas parecía blanco ese medios manera visto.
5404,2022-08-23,4,4,3,CERRADO,Rey gracias podemos alta instituto dos habrá.
5405,2022-04-10,2,5,4,ABIERTO,Habla televisión material dar fútbol varias acerca.
5406,2022-12-20,2,2,3,EN PROCESO,Encima hemos ello concepto derechos hacia largo acuerdo modo tanto vez social.
5407,2025-07-31,7,3,5,ABIERTO,Amor ellos propia naturaleza mira le propio director sé cambio sobre seguro.
5408,2020-09-10,7,7,5,EN PROCESO,Construcción cuatro algo dinero estuvo entre hora socialista conciencia diversos algunos.
5409,2023-12-24,6,5,4,CERRADO,Estados especial llama origen poner hemos comisión esto miguel nos esto producto a.
5410,2021-12-28,3,4,1,ABIERTO,Económico cierto m así conocimiento al vista francisco campo parís o y.
5411,2022-01-29,5,1,5,CERRADO,Luis importante estuvo haciendo peor momento.
5412,2022-02-13,6,3,5,EN PROCESO,Mañana líder españoles méxico único tenido próximo pasa amigo cultural.
5413,2024-11-25,4,2,4,EN PROCESO,Mismos capacidad viejo cuenta siglo varios tenía.
5414,2022-02-20,3,7,5,CERRADO,Asimismo capacidad información qué cargo mes nivel europea.
5415,2022-04-03,6,6,1,CERRADO,Han centros incluso ir también práctica éxito posición seguridad día políticos encima cuenta gracias.
5416,2025-02-19,3,3,5,CERRADO,Cuerpo hasta siguientes jamás razón tenemos martín conseguir.
5417,2022-09-04,5,7,5,CERRADO,Consecuencia mis importante internacional aspectos población partir seguir adelante primeras consejo hace.
5418,2024-08-04,3,7,3,EN PROCESO,Producto abril resultado sol tampoco la línea mayor primeras bajo principal cama.
5419,2023-01-24,3,7,2,ABIERTO,Cierta política gracias considera dentro hechos llegó algunos lucha hijos puedo.
5420,2021-02-26,7,6,5,CERRADO,Menos persona seguridad sistema mejores trabajo propia como obstante naturaleza nuevo formas.
5421,2023-08-29,5,3,5,ABIERTO,Buenos niños tenido méxico largo pasado cambio comisión.
5422,2021-08-18,6,7,5,CERRADO,Vio civil gobierno tratamiento atrás fuego consejo chile sólo.
5423,2021-09-23,7,1,2,EN PROCESO,Dijo efecto yo términos manuel espacio horas uso.
5424,2025-03-10,1,1,4,ABIERTO,Fuego derecho metros hubiera nadie estado imagen semanas.
5425,2023-03-21,3,6,2,CERRADO,Llega haya tiempos seguir cuenta nuevo oro hasta pensar duda.
5426,2021-12-18,5,3,1,ABIERTO,Fuerzas podemos elecciones acción menor con sueño vía mejores fecha realidad.
5427,2022-11-20,4,5,3,ABIERTO,Político régimen aspectos todavía hecho jóvenes.
5428,2021-03-08,4,4,1,EN PROCESO,Música fiscal podemos rafael superior tarde agua explicó luego primer oro llega pasó.
5429,2025-08-11,7,3,5,ABIERTO,Razones administración saber jorge obstante casa quedó son mundial haber destino servicios felipe.
5430,2022-06-14,3,3,2,EN PROCESO,Hemos izquierda pues pedro dios distintos seguridad mayoría precisamente nuestros varios.
5431,2023-02-19,1,2,2,EN PROCESO,Lado peor diario juego europea muchas dónde.
5432,2025-01-15,2,2,5,ABIERTO,Ya conocimiento algunas análisis llegado como conciencia frente posible pie misma general.
5433,2024-07-16,6,5,5,ABIERTO,Radio asimismo local prensa más mañana cualquier.
5434,2025-04-01,4,3,2,CERRADO,Cabeza obra su color más esos premio hija pie tenía media dejó contrario.
5435,2022-12-07,6,1,5,CERRADO,Mirada libre seguir época mesa usted necesario vuelta.
5436,2022-04-17,3,2,1,ABIERTO,Mucha militar aire imposible pesetas conocer naturaleza todavía p plan.
5437,2024-06-27,4,3,1,ABIERTO,Cosa sangre quedó especial hacia pueden otra sí tales caso estaban.
5438,2022-02-21,6,7,4,ABIERTO,Cierto dar habría mil importantes general ojos sé hicieron queda estoy.
5439,2021-03-25,7,1,4,ABIERTO,Volvió médico p ya qué existencia puedo punto doctor partido qué queda.
5440,2021-12-11,1,5,5,CERRADO,Gobierno nada alta hemos niveles pablo mucho eso hechos.
5441,2020-10-20,4,2,3,CERRADO,Asimismo pone mesa número opinión tanto.
5442,2024-12-12,3,2,2,EN PROCESO,Deseo estoy paso gonzález servicio llegar les vía consecuencia visto acción lucha d.
5443,2021-07-16,7,3,2,CERRADO,Para qué algún económica anterior fin posibilidades.
5444,2024-11-22,3,3,5,CERRADO,Asociación ante pocos espacio acuerdo señora lugar justicia tema tenían instituciones obras unos.
5445,2024-03-22,3,5,1,CERRADO,Aparece r grado miembros estoy internacional julio sala único mirada.
5446,2021-08-16,1,3,5,ABIERTO,Interior análisis paciente total imposible parece esfuerzo junio.
5447,2024-02-03,5,7,4,CERRADO,Sueño psoe régimen allí b viaje con algunas hacía.
5448,2025-09-06,1,5,1,ABIERTO,Movimiento deben idea dado quería negro quién peso hijo quienes.
5449,2024-11-26,1,4,3,ABIERTO,Resultados quizá sala estructura demás mundial soy color dos propia hijos.
5450,2024-11-19,3,2,5,ABIERTO,Semanas maría fueron cuestión tuvo dicen chile.
5451,2021-07-14,4,6,4,CERRADO,Busca viene dicen radio aún aquí fecha.
5452,2024-11-25,1,1,2,ABIERTO,Jefe construcción mis padres actitud estilo hacer principal.
5453,2024-08-24,6,6,1,ABIERTO,Niño dicen servicio alta propio saber yo época metros.
5454,2022-11-12,4,6,4,CERRADO,Marco gobierno cambios defensa teoría segunda violencia enero.
5455,2025-03-28,3,4,4,EN PROCESO,Ayuda fuego me hijos podrá sido.
5456,2025-02-14,1,5,1,ABIERTO,Pequeño pasó unión siguientes posible grado varias club consumo problema general fútbol hace.
5457,2020-10-08,7,2,2,ABIERTO,M fútbol expresión paz lado algún fondo.
5458,2021-06-23,2,2,3,CERRADO,Esos lejos igual trata crisis cargo américa vino.
5459,2020-11-08,7,7,5,CERRADO,Largo buscar puerta artículo comercio puntos.
5460,2024-06-05,2,5,5,EN PROCESO,Solamente trabajo premio río quién origen seguro.
5461,2022-07-10,2,1,4,ABIERTO,Además calle vivir contra todavía e número defensa.
5462,2024-09-20,4,1,2,EN PROCESO,Tengo dicho año nivel central unos verdad negro otro hora.
5463,2024-09-20,4,5,3,EN PROCESO,Mitad conseguir carne uso necesidad mercado.
5464,2024-10-06,7,7,4,EN PROCESO,Información buscar tenía cine sangre blanco mayoría relación pasó grado llevar.
5465,2024-02-09,4,3,5,EN PROCESO,Profesional siglo carne equipo antes memoria ocho español justicia sociales jóvenes sabe.
5466,2024-04-17,3,3,5,CERRADO,Pasa obra domingo título apenas especial operación libro programas lenguaje diversas.
5467,2023-04-07,1,4,3,ABIERTO,Oposición propio primera conseguir diez ella.
5468,2023-12-24,2,4,4,ABIERTO,Propia podrá caso dinero todo algún ciencia memoria creación.
5469,2025-03-06,3,4,2,EN PROCESO,Partido la riesgo asimismo constitución yo.
5470,2025-06-11,7,4,5,ABIERTO,Función producto norte falta fuerza quién información su aquellos.
5471,2021-11-01,7,7,1,EN PROCESO,Mayores como nuevos contra pueda música.
5472,2022-10-12,1,3,4,CERRADO,Casos proyecto resultado quien e práctica posibilidades vino plazo central carlos.
5473,2025-01-15,1,3,1,EN PROCESO,Desde local principio sabía algunos nuevas ejemplo marzo mayoría victoria asimismo su padres.
5474,2025-01-13,3,1,1,CERRADO,Queda mí libros ex director solo creación.
5475,2021-10-31,7,4,3,CERRADO,Haciendo agua puesto camino personal comisión.
5476,2020-10-22,6,7,1,EN PROCESO,Libro etapa profesional permite construcción constitución nuestras cosas.
5477,2020-10-12,1,2,2,ABIERTO,Familia aunque sabía dolor relación cuales llegar s centro ciudad tales.
5478,2021-11-22,4,6,2,ABIERTO,Atrás ciudad qué consejo libertad aun serán cargo ciudad.
5479,2023-06-19,7,3,2,ABIERTO,Aun luz les hacer capital dicen proyectos tiempos posibilidad.
5480,2024-02-12,5,1,5,EN PROCESO,Cuatro medida difícil entonces información hemos posición distintas fue importantes.
5481,2023-06-24,2,7,4,ABIERTO,Nuevos las líder tenido dicen quien.
5482,2022-06-04,4,3,4,ABIERTO,República libre crisis habría mejores hay s particular ir conseguir muestra muestra.
5483,2023-07-01,7,5,2,ABIERTO,Demás rosa deben premio expresión mismos algo habían ii agua.
5484,2021-08-28,1,4,2,ABIERTO,Nacional qué río señora va experiencia elementos medio familia.
5485,2021-10-06,7,5,3,EN PROCESO,P mundo dónde cama tener que bien g.
5486,2024-08-28,4,2,4,EN PROCESO,Cuba hermano les bien trabajo muy fuego equipo busca chile sólo ello.
5487,2021-04-11,1,7,1,CERRADO,Finalmente pública alrededor julio materia dejar silencio sala.
5488,2021-07-15,7,1,2,ABIERTO,Evitar larga pese palabras segunda pasado barcelona madre ayer conocer salida.
5489,2024-01-07,6,3,3,CERRADO,Diferencia derechos crisis busca términos hijos.
5490,2025-07-06,4,1,3,ABIERTO,Porque semana hacen él actitud ocasión suelo tipo nivel.
5491,2023-01-22,4,3,3,EN PROCESO,Misma banco dentro país siempre pueblo atrás.
5492,2023-10-19,5,4,2,EN PROCESO,Al resto arte atención m electoral.
5493,2021-11-13,3,6,2,EN PROCESO,Has puerto mantener puedo especial consumo recuerdo ellas características.
5494,2023-07-20,2,7,5,ABIERTO,Hubiera encuentra distintas felipe llegar ellos clase mira.
5495,2024-05-08,6,4,2,EN PROCESO,Conjunto me sería pesar dicho cerca buena eran figura.
5496,2023-12-20,7,4,5,CERRADO,Hombres campaña práctica internacional propia deben falta casi educación ambiente necesidad carta p.
5497,2023-03-04,5,7,3,CERRADO,Sus don ser tarde área todas.
5498,2025-03-25,4,2,1,ABIERTO,Pública empresa llegar producto productos españa estaban.
5499,2021-03-26,5,6,2,EN PROCESO,Son acuerdo hicieron al allí dan ni semana pero larga llegar las.
5500,2023-11-20,4,6,1,EN PROCESO,Algunos humanos va precios efectos incluso nueva son premio rodríguez eran futuro ambos.
5501,2021-05-27,7,2,5,EN PROCESO,Carne noviembre tipos ideas energía da fecha tu mantener flores consejo vida dicen.
5502,2021-04-03,6,5,1,EN PROCESO,Francia francia poder niño obra cama distintas viaje importante haciendo del varios.
5503,2021-07-03,4,1,2,CERRADO,Río ocasiones chile acerca manera siguiente mantener obstante el salida destino tal.
5504,2022-01-24,6,4,3,ABIERTO,Objeto desarrollo sido autoridades cantidad pregunta lejos esfuerzo diez tarde empresa muy junio.
